iter	Logloss
505	0.5173719094
506	0.5172317436
507	0.5170122043
508	0.5167966114
509	0.5166554122
510	0.5165249981
511	0.5163890977
512	0.5161838254
513	0.5160249814
514	0.5158240925
515	0.5156248335
516	0.5153581585
517	0.5151817599
518	0.515084825
519	0.514862012
520	0.5147479179
521	0.5146175454
522	0.5145006839
523	0.5143079792
524	0.5141850905
525	0.5140138869
526	0.5138060969
527	0.5135856628
528	0.5133386161
529	0.5131527571
530	0.5129954668
531	0.5128814767
532	0.5127031153
533	0.5125479403
534	0.512334026
535	0.5121355091
536	0.5119495322
537	0.5117568554
538	0.5115287157
539	0.5113396801
540	0.5111234006
541	0.5109217418
542	0.5108178988
543	0.5106706168
544	0.5105511405
545	0.5103568753
546	0.5102111192
547	0.5100123319
548	0.5098341578
549	0.5095782263
550	0.5093958282
551	0.509233343
552	0.5090521864
553	0.5089378149
554	0.5087452351
555	0.5086325628
556	0.5084902191
557	0.5083725114
558	0.508194483
559	0.5080929774
560	0.5079392312
561	0.5077703649
562	0.5076016721
563	0.5074203491
564	0.5072726302
565	0.5070875411
566	0.5068639304
567	0.5067546359
568	0.5066096705
569	0.5064251709
570	0.5063111184
571	0.506128873
572	0.5059024048
573	0.5057664767
574	0.50564931
575	0.5055147761
576	0.5053943842
577	0.5052347703
578	0.5051183458
579	0.5049619363
580	0.5047866405
581	0.5045833657
582	0.5044322968
583	0.5042471868
584	0.5041327112
585	0.5039427185
586	0.503747406
587	0.5035012609
588	0.5033597634
589	0.5032158453
590	0.5030082356
591	0.5028546212
592	0.5027309834
593	0.5025668058
594	0.5024136006
595	0.5022824235
596	0.5021009827
597	0.5019329626
598	0.5018163091
599	0.5016756855
600	0.501540243
601	0.5014123813
602	0.5011731373
603	0.5009693909
604	0.5007899406
605	0.50062921
606	0.5004976585
607	0.5003708579
608	0.5001496471
609	0.4998843176
610	0.4997271312
611	0.4995044847
612	0.4993012723
613	0.4991333909
614	0.4989766901
615	0.4987784646
616	0.4985745586
617	0.4984081893
618	0.498290544
619	0.4981980896
620	0.498068161
621	0.4978843273
622	0.4977447371
623	0.4975080594
624	0.4973734769
625	0.4972560744
626	0.4971226293
627	0.4968884069
628	0.4967248327
629	0.4964926564
630	0.496266424
631	0.496156644
632	0.4959625383
633	0.4957945598
634	0.4956768313
635	0.4955189514
636	0.4954321844
637	0.4952128116
638	0.4950027258
639	0.4948518996
640	0.4946992701
641	0.494514715
642	0.4943967091
643	0.4942754364
644	0.4941086301
645	0.4939848466
646	0.4938104525
647	0.4936155631
648	0.4935138148
649	0.4934034521
650	0.493244948
651	0.4930886633
652	0.4929274195
653	0.492791859
654	0.4926461376
655	0.4924674225
656	0.4923115331
657	0.4921207497
658	0.4919754444
659	0.4918700964
660	0.4916998222
661	0.4915446888
662	0.4914042039
663	0.4912468789
664	0.4910902405
665	0.4908918623
666	0.4908123987
667	0.4906330525
668	0.4905028048
669	0.490381768
670	0.4901715157
671	0.4900675271
672	0.4899366205
673	0.489768115
674	0.4896205555
675	0.4894946705
676	0.4892846333
677	0.4890935516
678	0.4889569161
679	0.4887660217
680	0.4885781444
681	0.4883830608
682	0.488235439
683	0.488133857
684	0.4880180636
685	0.4878720162
686	0.4877235135
687	0.4875927873
688	0.4873586967
689	0.4872309113
690	0.4871413838
691	0.4870572801
692	0.4868914726
693	0.4867148729
694	0.4865414359
695	0.4864067008
696	0.4861831457
697	0.4860120045
698	0.4859030845
699	0.485765908
700	0.4856319358
701	0.4854249157
702	0.4852575892
703	0.4850996884
704	0.4849085652
705	0.4848011988
706	0.4846621982
707	0.4845088959
708	0.4844152693
709	0.4843000655
710	0.4841412839
711	0.4839684851
712	0.483862381
713	0.4836945412
714	0.4835851427
715	0.4834600206
716	0.4833174827
717	0.4831789398
718	0.483032074
719	0.4829285362
720	0.4828627361
721	0.4826899095
722	0.4825741508
723	0.4824463168
724	0.4822908852
725	0.4821205971
726	0.4819721777
727	0.4817965629
728	0.4816348821
729	0.4814830572
730	0.4813048345
731	0.4811293307
732	0.4809255635
733	0.48080848
734	0.4806380116
735	0.4804637077
736	0.4803482472
737	0.4801417125
738	0.4800435708
739	0.4799605214
740	0.4798275133
741	0.4797193423
742	0.4795900171
743	0.4793457794
744	0.4792054957
745	0.479091138
746	0.4789685405
747	0.4788651345
748	0.4786376745
749	0.4784859744
750	0.4783305636
751	0.4781659421
752	0.4779884061
753	0.4778541704
754	0.4777154333
755	0.4774871687
756	0.4773133434
757	0.477171943
758	0.4771045893
759	0.4769369576
760	0.4767871094
761	0.4766715449
762	0.4765162936
763	0.476391338
764	0.4762842837
765	0.4761137182
766	0.4760159371
767	0.4758514127
768	0.4756627586
769	0.4755642284
770	0.475396139
771	0.4752638245
772	0.4751754275
773	0.4750315302
774	0.4749334925
775	0.4747552074
776	0.4746548462
777	0.4744939353
778	0.47436203
779	0.474201029
780	0.4741375802
781	0.4739854917
782	0.4738482943
783	0.4736749337
784	0.4735950955
785	0.4734336853
786	0.4733318676
787	0.4732257982
788	0.4730869987
789	0.4728972279
790	0.4727919284
791	0.4726253718
792	0.4725717163
793	0.4724705991
794	0.4723639332
795	0.4722095212
796	0.4721045962
797	0.472010616
798	0.4717794869
799	0.4716955983
800	0.4715270441
801	0.4714298803
802	0.4712997853
803	0.4711274234
804	0.4710111687
805	0.4708641572
806	0.4707043561
807	0.4705835897
808	0.4704838631
809	0.4703536883
810	0.4702801167
811	0.4701156443
812	0.4699551669
813	0.4698044656
814	0.4696938983
815	0.4695522516
816	0.4694568738
817	0.4692973813
818	0.4692086306
819	0.4691172236
820	0.4689608036
821	0.468795974
822	0.4685905838
823	0.4684320866
824	0.468240138
825	0.468119701
826	0.4679923907
827	0.4678307655
828	0.4676816836
829	0.4675521157
830	0.4674055828
831	0.4672470336
832	0.4671425004
833	0.4669820439
834	0.4668531626
835	0.4667256442
836	0.4665639739
837	0.4663654535
838	0.4662226452
839	0.4661006893
840	0.4658987357
841	0.4657101683
842	0.4655290361
843	0.4653515174
844	0.4651915117
845	0.4650154669
846	0.4648031339
847	0.4646615774
848	0.4645064926
849	0.4643900195
850	0.464247544
851	0.4641133881
852	0.4638821307
853	0.4637568387
854	0.4634970544
855	0.4633698481
856	0.4632253716
857	0.4630218679
858	0.4628573504
859	0.4627328734
860	0.4626384492
861	0.4624924469
862	0.4623912777
863	0.4622130689
864	0.4620861123
865	0.4619249344
866	0.4618512414
867	0.4617079093
868	0.461570497
869	0.4613843086
870	0.4612218129
871	0.4611431919
872	0.4610090256
873	0.4608472581
874	0.4607365383
875	0.4605470345
876	0.4604325832
877	0.460329628
878	0.4601898505
879	0.4600776811
880	0.4600273444
881	0.4599039529
882	0.4597227443
883	0.4595694733
884	0.4594379321
885	0.4593221456
886	0.4592367103
887	0.4590869591
888	0.458877664
889	0.4587245872
890	0.4586342517
891	0.4584496203
892	0.4583263154
893	0.4582248237
894	0.4580784191
895	0.4579460283
896	0.4578000814
897	0.4576852937
898	0.4575607577
899	0.4574269832
900	0.4572871295
901	0.4572107523
902	0.4570960929
903	0.4569079902
904	0.4567940244
905	0.4566647096
906	0.4565767947
907	0.4564285799
908	0.4562938239
909	0.4562338881
910	0.4561079372
911	0.4560093828
912	0.4559355198
913	0.4558186098
914	0.4557082471
915	0.4555726381
916	0.4554424737
917	0.4552800022
918	0.4551408629
919	0.4550424506
920	0.4548953802
921	0.4547635512
922	0.4546469012
923	0.4545212624
924	0.4543779755
925	0.4542006787
926	0.4540549053
927	0.453887291
928	0.4537838606
929	0.4536975063
930	0.4535808563
931	0.4534104018
932	0.4532720184
933	0.45313694
934	0.4530308706
935	0.4529267537
936	0.4527911689
937	0.4526781047
938	0.4525204537
939	0.4523448042
940	0.4522079017
941	0.4521124892
942	0.4519767935
943	0.4518561172
944	0.4517131771
945	0.4515823122
946	0.4515063893
947	0.4513630191
948	0.4512130495
949	0.4510259247
950	0.4509299816
951	0.4507954476
952	0.4507258641
953	0.450621591
954	0.4504991878
955	0.4504110961
956	0.4502750917
957	0.4501516134
958	0.450010917
959	0.4499001174
960	0.4497607907
961	0.4495915118
962	0.4494820265
963	0.4493514668
964	0.4491833253
965	0.4490631866
966	0.4489620868
967	0.4488439907
968	0.4486888885
969	0.4485541396
970	0.4483808864
971	0.448266612
972	0.4481630048
973	0.4480483107
974	0.4479386486
975	0.4477887587
976	0.4476059792
977	0.4474199989
978	0.447256383
979	0.4471568333
980	0.4470055355
981	0.4468511581
982	0.4467182021
983	0.4465778004
984	0.4464563613
985	0.4463320021
986	0.4462330766
987	0.446118816
988	0.4459930871
989	0.4458838619
990	0.4457654363
991	0.4456509122
992	0.4455086899
993	0.4453885893
994	0.445269602
995	0.4451890564
996	0.4450854562
997	0.4449428177
998	0.444821278
999	0.444704413
